id,name,state,postcode,suburb,type
1892,Central Sydney Intensive English High School,NSW,2015,Alexandria,school
1893,Central Tilba Public School,NSW,2546,Central Tilba,school
1894,Central West Leadership Academy,NSW,2830,Dubbo,school
1895,Central Yorke School,SA,5573,Maitland,school
1896,Central Yorke School - Point Pearce Campus,SA,5573,Point Pearce,school
1897,Centralian Middle School,NT,0870,Alice Springs,school
1898,Centralian Senior College,NT,0870,Alice Springs,school
1899,Centre for Higher Education Studies,VIC,3141,South Yarra,school
1900,Centre of Excellence in Agricultural Education,NSW,2753,Richmond,school
1901,Cerdon College,NSW,2160,Merrylands,school
1902,Ceres Primary School,VIC,3221,Ceres,school
1903,Cervantes Primary School,WA,6511,Cervantes,school
1904,Cessnock East Public School,NSW,2325,Cessnock,school
1905,Cessnock High School,NSW,2325,Cessnock,school
1906,Cessnock Public School,NSW,2325,Cessnock,school
1907,Cessnock West Public School,NSW,2325,Cessnock,school
1908,Chaffey Secondary College,VIC,3502,Mildura,school
1909,Chairo Christian School,VIC,3818,Drouin,school
1910,Chairo Christian School - Drouin East Campus,VIC,3818,Drouin East,school
1911,Chairo Christian School - Leongatha Campus,VIC,3953,Leongatha,school
1912,Chairo Christian School - Pakenham Campus,VIC,3812,Nar Nar Goon,school
1913,Chairo Christian School - Traralgon Campus,VIC,3844,Traralgon,school
1914,Chalcot Lodge Primary School,VIC,3802,Endeavour Hills,school
1915,Challa Gardens Primary School,SA,5009,Kilkenny,school
1916,Challenge Trade and Business College,QLD,4301,Collingwood Park,school
1917,Challis Community Primary School,WA,6112,Armadale,school
1918,Chalmers Road School,NSW,2135,Strathfield,school
1919,Champion Bay Senior High School,WA,6530,Geraldton,school
1920,Chancellor State College,QLD,4556,Sippy Downs,school
1921,Chandler Park Primary School,VIC,3173,Keysborough,school
1922,Chandler Public School,NSW,2350,Wollomombi,school
1923,Chanel College,QLD,4680,Gladstone,school
1924,Channel Christian School,TAS,7054,Margate,school
1925,Chapel Hill State School,QLD,4069,Chapel Hill,school
1926,Chapman Primary School,ACT,2611,Chapman,school
1927,Chapman Valley Primary School,WA,6532,Nabawa,school
1928,Charles Campbell College,SA,5075,Paradise,school
1929,Charles Conder Primary School,ACT,2906,Conder,school
1930,Charles La Trobe P-12 College,VIC,3085,Macleod West,school
1931,Charles La Trobe P-12 College-Camp Macleod,VIC,3551,Eppalock,school
1932,Charles La Trobe P-12 College-Deaf Facility,VIC,3085,Macleod West,school
1933,Charles La Trobe P-12 College-Olympic Village Primary Campus,VIC,3081,West Heidelberg,school
1934,Charles La Trobe P-12 College-Pavilion - The Edge South Morang Campus,VIC,3082,Epping,school
1935,Charles La Trobe P-12 College-The Pavilion Campus - Preston East,VIC,3076,Preston East,school
1936,Charles Weston School,ACT,2611,Coombs,school
1937,Charlestown East Public School,NSW,2290,Charlestown,school
1938,Charlestown Public School,NSW,2290,Charlestown,school
1939,Charlestown South Public School,NSW,2290,Charlestown,school
1940,Charleville School of Distance Education,QLD,4470,Charleville,school
1941,Charleville State High School,QLD,4470,Charleville,school
1942,Charleville State School,QLD,4470,Charleville,school
1943,Charlton Christian College,NSW,2283,Fassifern,school
1944,Charlton College,VIC,3525,Charlton,school
1945,Charlton College Charlton College (Cluster),VIC,3525,Charlton,school
1946,Charnwood-Dunlop School,ACT,2615,Charnwood,school
1947,Charters Towers Central State School,QLD,4820,Charters Towers,school
1948,Charters Towers School of Distance Education,QLD,4820,Millchester,school
1949,Charters Towers State High School,QLD,4820,Charters Towers,school
1950,Charthouse Primary School,WA,6169,Waikiki,school
1951,Chatham High School,NSW,2430,Taree,school
1952,Chatham Primary School,VIC,3127,Surrey Hills,school
1953,Chatham Public School,NSW,2430,Taree,school
1954,Chatswood High School,NSW,2067,Chatswood,school
1955,Chatswood Hills State School,QLD,4127,Springwood,school
1956,Chatswood Public School,NSW,2067,Chatswood,school
1957,Chatsworth Island Public School,NSW,2469,Chatsworth,school
1958,Chatsworth State School,QLD,4570,Chatsworth,school
1959,Cheder Levi Yitzchok Inc,VIC,3182,South Yarra,school
1960,Chelona State School,QLD,4740,Chelona,school
1961,Chelsea Heights Primary School,VIC,3196,Chelsea Heights,school
1962,Chelsea Primary School,VIC,3196,Chelsea,school
1963,Cheltenham East Primary School,VIC,3192,Cheltenham,school
1964,Cheltenham Girls High School,NSW,2119,Beecroft,school
1965,Cheltenham Primary School,VIC,3192,Cheltenham,school
1966,Cheltenham Secondary College,VIC,3192,Cheltenham,school
1967,Cherbourg State School,QLD,4605,Cherbourg,school
1968,Cherrybrook Public School,NSW,2126,Cherrybrook,school
1969,Cherrybrook Technology High School,NSW,2126,Cherrybrook,school
1970,Chertsey Primary School,NSW,2250,Springfield,school
1971,Cheshire School,VIC,3150,Glen Waverley,school
1972,Chester Hill High School,NSW,2162,Chester Hill,school
1973,Chester Hill North Public School,NSW,2162,Chester Hill,school
1974,Chester Hill Public School,NSW,2162,Chester Hill,school
1975,Chevalier College,NSW,2576,Burradoo,school
1976,Chevallum State School,QLD,4555,Chevallum,school
1977,Chewton Primary School,VIC,3451,Chewton,school
1978,Chidlow Primary School,WA,6556,Chidlow,school
1979,Chifley College Bidwill Campus,NSW,2770,Bidwill,school
1980,Chifley College Dunheved Campus,NSW,2760,North St Marys,school
1981,Chifley College Mount Druitt Campus,NSW,2770,Mount Druitt,school
1982,Chifley College Senior Campus,NSW,2770,Mount Druitt,school
1983,Chifley College Shalvey Campus,NSW,2770,Shalvey,school
1984,Chifley Public School,NSW,2036,Malabar,school
1985,Child Side School,WA,6237,Boyanup,school
1986,Childers State School,QLD,4660,Childers,school
1987,Chillagoe State School,QLD,4871,Chillagoe,school
1988,Chillingham Public School,NSW,2484,Chillingham,school
1989,Chiltern Primary School,VIC,3683,Chiltern,school
1990,Chilwell Primary School,VIC,3220,Newtown,school
1991,Chinchilla Christian College,QLD,4413,Chinchilla,school
1992,Chinchilla State High School,QLD,4413,Chinchilla,school
1993,Chinchilla State School,QLD,4413,Chinchilla,school
1994,Chipping Norton Public School,NSW,2170,Chipping Norton,school
1995,Chirnside Park Primary School,VIC,3116,Chirnside Park,school
1996,Chisholm Catholic College,QLD,4130,Cornubia,school
1997,Chisholm Catholic College,WA,6052,Bedford,school
1998,Chisholm Catholic Primary School,NSW,2756,Bligh Park,school
1999,Chittaway Bay Public School,NSW,2261,Chittaway Bay,school
2000,Christ Church Grammar School,WA,6010,Claremont,school
2001,Christ Church Grammar School,VIC,3141,South Yarra,school
2002,Christ Our Holy Redeemer School,VIC,3166,Oakleigh East,school
2003,Christ the King Catholic Primary School,QLD,4508,Deception Bay,school
2004,Christ the King Catholic Primary School Bass Hill,NSW,2199,Yagoona,school
2005,Christ the King Catholic School,WA,6725,Broome,school
2006,Christ the King Primary School,VIC,3019,Braybrook,school
2007,Christ The King Primary School,NSW,2151,North Rocks,school
2008,Christ the King School,VIC,3219,Newcomb,school
2009,Christ the King School,QLD,4075,Graceville,school
2010,Christ the King School,WA,6162,Beaconsfield,school
2011,Christ the King School,SA,5046,Warradale,school
2012,Christ the Priest Catholic Primary School,VIC,3023,Caroline Springs,school
2013,Christadelphian Heritage College Sydney,NSW,2178,Kemps Creek,school
2014,Christian Aboriginal Parent-Directed School,WA,6429,Coolgardie,school
2015,Christian Aboriginal Parent-Directed School Kurrawang,WA,6430,Kalgoorlie,school
2016,Christian Brothers' College,WA,6160,Fremantle,school
2017,Christian Brothers College - Senior Campus,SA,5000,Adelaide,school
2018,Christian Brothers College - Junior Campus,SA,5000,Adelaide,school
2019,Christian Brothers' High School Lewisham,NSW,2049,Lewisham,school
2020,Christian College Geelong - Middle School – Highton,VIC,3216,Highton,school
2021,Christian College Geelong - Bellarine Campus,VIC,3222,Drysdale,school
2022,Christian College Geelong - Junior School – Belmont,VIC,3216,Belmont,school
2023,Christian College Geelong - Senior School – Waurn Ponds,VIC,3216,Waurn Ponds,school
2024,Christian College Geelong - Surf Coast Campus,VIC,3228,Jan Juc,school
2025,Christie Downs Primary School,SA,5164,Christie Downs,school
2026,Christies Beach High School,SA,5164,Christie Downs,school
2027,Christies Beach Primary School,SA,5165,Christies Beach,school
2028,Christmas Hills Primary School,VIC,3775,Christmas Hills,school
2029,Christmas Island District High School,WA,6798,Christmas Island,school
2030,Christway College,VIC,3169,Clarinda,school
2031,Christway College - Wyndham,VIC,3024,Wyndham Vale,school
2032,Chrysalis Montessori School,WA,6016,Glendalough,school
2033,Chrysalis School for Rudolf Steiner Education,NSW,2454,Thora,school
2034,Chrysalis School for Rudolf Steiner Education - Bellingen Campus,NSW,2454,Bellingen,school
2035,Chullora Public School,NSW,2190,Greenacre,school
2036,Chum Creek Primary School,VIC,3777,Chum Creek,school
2037,Churchill North Primary School,VIC,3842,Churchill,school
2038,Churchill Primary School,VIC,3842,Churchill,school
2039,Churchill Primary School-Hazelwood Estate,VIC,3869,Yinnar,school
2040,Churchill State School,QLD,4305,Churchill,school
2041,Churchlands Primary School,WA,6014,Floreat,school
2042,Churchlands Senior High School,WA,6018,Churchlands,school
2043,Circular Head Christian School,TAS,7330,Smithton,school
2044,Cire Community School,VIC,3140,Lilydale,school
2045,Cire Community School - Lilydale Campus,VIC,3140,Lilydale,school
2046,Cire Community School - Monbulk Campus,VIC,3793,Monbulk,school
2047,Cire Community School - Mt Evelyn Campus,VIC,3796,Mount Evelyn,school
2048,Cire Community School - Yarra Junction Campus,VIC,3797,Yarra Junction,school
2049,Cire Community School Berwick Campus,VIC,3806,Berwick,school
2050,Citipointe Christian College,QLD,4152,Carindale,school
2051,City Beach Primary School,WA,6015,City Beach,school
2052,Clairgate Public School,NSW,2759,St Clair,school
2053,Clairvaux Catholic School,VIC,3216,Belmont,school
2054,Clairvaux MacKillop College,QLD,4122,Upper Mount Gravatt,school
2055,Clancy Catholic College,NSW,2171,West Hoxton,school
2056,Clapham Primary School,SA,5062,Clapham,school
2057,Clare High School,SA,5453,Clare,school
2058,Clare Primary School,SA,5453,Clare,school
2059,Clare Public School,NSW,2715,Clare,school
2060,Clare State School,QLD,4807,Clare,school
2061,Claremont College,TAS,7011,Claremont,school
2062,Claremont College,NSW,2031,Randwick,school
2063,Claremont Meadows Public School,NSW,2747,Claremont Meadows,school
2064,Claremont Special School,QLD,4304,Silkstone,school
2065,Clarence High School,TAS,7018,Bellerive,school
2066,Clarence Town Public School,NSW,2321,Clarence Town,school
2067,Clarence Valley Anglican School,NSW,2460,Clarenza,school
2068,"Clarence Valley Anglican School, Grafton Campus",NSW,2460,Grafton,school
2069,Clarendon Primary School,SA,5157,Clarendon,school
2070,Clarendon State School,QLD,4311,Clarendon,school
2071,Clarendon Vale Primary School,TAS,7019,Clarendon Vale,school
2072,Clarinda Primary School,VIC,3169,Clarinda,school
2073,Clarke Creek State School,QLD,4705,Clarke Creek,school
2074,Clarke Road School,NSW,2077,Hornsby,school
2075,Clarkson Community High School,WA,6030,Clarkson,school
2076,Clarkson Primary School,WA,6030,Clarkson,school
2077,Clayfield College,QLD,4011,Clayfield,school
2078,Claymore Public School,NSW,2559,Claymore,school
2079,Clayton North Primary School,VIC,3168,Clayton,school
2080,Clayton South Primary School,VIC,3169,Clayton South,school
2081,Clayton View Primary School,WA,6056,Koongamia,school
2082,Clearview Christian College,QLD,4680,Tannum Sands,school
2083,Clemton Park Public School,NSW,2206,Earlwood,school
2084,Clergate Public School,NSW,2800,Clergate,school
2085,Clermont State High School,QLD,4721,Clermont,school
2086,Clermont State School,QLD,4721,Clermont,school
2087,Cleve Area School,SA,5640,Cleve,school
2088,Cleveland District State High School,QLD,4163,Cleveland,school
2089,Cleveland Education and Training Centre,QLD,4810,Rowes Bay,school
2090,Cleveland State School,QLD,4163,Cleveland,school
2091,Clifford Park Special School,QLD,4350,Newtown,school
2092,Clifton Creek Primary School,VIC,3875,Clifton Creek,school
2093,Clifton Hill Primary School,VIC,3068,Clifton Hill,school
2094,Clifton Hills Primary School,WA,6111,Kelmscott,school
2095,Clifton Park Primary School,WA,6233,Clifton Park,school
2096,Clifton Springs Primary School,VIC,3222,Clifton Springs,school
2097,Clifton State High School,QLD,4361,Clifton,school
2098,Clifton State School,QLD,4361,Clifton,school
2099,Clinton State School,QLD,4680,Clinton,school
2100,Clonard College,VIC,3218,Herne Hill,school
2101,Cloncurry State School P-12,QLD,4824,Cloncurry,school
2102,Clontarf Aboriginal College,WA,6152,Waterford,school
2103,Clontarf Beach State High School,QLD,4019,Clontarf,school
2104,Clontarf Beach State School,QLD,4019,Clontarf,school
2105,Clovelly Park Primary School,SA,5042,Clovelly Park,school
2106,Clovelly Public School,NSW,2024,Waverley,school
2107,Clover Hill State School,QLD,4213,Mudgeeraba,school
2108,Cloverdale Education Support Centre,WA,6105,Cloverdale,school
2109,Cloverdale Primary School,WA,6105,Cloverdale,school
2110,Cloyna State School,QLD,4605,Cloyna,school
2111,Clunes Primary School,VIC,3370,Clunes,school
2112,Clunes Public School,NSW,2480,Clunes,school
2113,Clyde Creek Primary School,VIC,3978,Clyde,school
2114,Clyde Creek Primary School - Specialist Campus,VIC,3978,Clyde,school
2115,Clyde Fenton Primary School,NT,0850,Katherine,school
2116,Clyde Grammar,VIC,3978,Clyde North,school
2117,Clyde Primary School,VIC,3978,Clyde,school
2118,Clyde Secondary College,VIC,3978,Clyde,school
2119,Coal Point Public School,NSW,2283,Coal Point,school
2120,Coalstoun Lakes State School,QLD,4621,Coalstoun Lakes,school
2121,Coast Christian School,NSW,2251,Bensville,school
2122,Coastal Lakes College,WA,6180,Lakelands,school
2123,Coatesville Primary School,VIC,3165,Bentleigh East,school
2124,Cobains Primary School,VIC,3851,Cobains,school
2125,Cobar High School,NSW,2835,Cobar,school
2126,Cobar Public School,NSW,2835,Cobar,school
2127,Cobargo Public School,NSW,2550,Cobargo,school
2128,Cobbitty Public School,NSW,2570,Cobbitty,school
2129,Cobden Primary School,VIC,3266,Cobden,school
2130,Cobden Technical School,VIC,3266,Cobden,school
2131,Cobdogla Primary School,SA,5346,Cobdogla,school
2132,Cobram and District Specialist School,VIC,3644,Cobram,school
2133,Cobram Anglican Grammar School,VIC,3644,Cobram,school
2134,Cobram Primary School,VIC,3644,Cobram,school
2135,Cobram Secondary College,VIC,3644,Cobram,school
2136,Coburg High School,VIC,3058,Coburg,school
2137,Coburg North Primary School,VIC,3058,Coburg,school
2138,Coburg Primary School,VIC,3058,Coburg,school
2139,Coburg Special Developmental School,VIC,3058,Coburg,school
2140,Coburg West Primary School,VIC,3058,Coburg,school
2141,Coburn Primary School,VIC,3338,Melton South,school
2142,Cockatoo Primary School,VIC,3781,Cockatoo,school
2143,Cocos Islands District High School,WA,6799,Cocos Island,school
2144,Cocos Islands District High School - Home Island Campus,WA,6799,Cocos Island,school
2145,Coffee Camp Public School,NSW,2480,Coffee Camp,school
2146,Coffs Harbour Bible Church School,NSW,2452,Toormina,school
2147,Coffs Harbour Christian Community School,NSW,2450,Bonville,school
2148,Coffs Harbour Christian Community School - Junior Campus,NSW,2450,Coffs Harbour,school
2149,"Coffs Harbour Christian Community School, Sherwood Cliffs Campus",NSW,2450,Glenreagh,school
2150,Coffs Harbour High School,NSW,2450,Coffs Harbour,school
2151,Coffs Harbour Learning Centre,NSW,2450,Boambee,school
2152,Coffs Harbour Public School,NSW,2450,Coffs Harbour,school
2153,Coffs Harbour Senior College,NSW,2450,Coffs Harbour,school
2154,Cohuna Consolidated School,VIC,3568,Cohuna,school
2155,Cohuna Secondary College,VIC,3568,Cohuna,school
2156,Coimadai Primary School,VIC,3340,Coimadai,school
2157,Colac Primary School,VIC,3250,Colac,school
2158,Colac Secondary College,VIC,3250,Colac,school
2159,Colac South West Primary School,VIC,3250,Colac,school
2160,Colac West Primary School,VIC,3250,Colac,school
2161,Colbinabbin Primary School,VIC,3559,Colbinabbin,school
2162,Coldstream Primary School,VIC,3770,Coldstream,school
2163,Coleambally Central School,NSW,2707,Coleambally,school
2164,Coledale Public School,NSW,2515,Coledale,school
2165,Coleraine Primary School,VIC,3315,Coleraine,school
2166,Collarenebri Central School,NSW,2833,Collarenebri,school
2167,Collaroy Plateau Public School,NSW,2097,Collaroy Plateau,school
2168,Collector Public School,NSW,2581,Collector,school
2169,College Row School,WA,6230,South Bunbury,school
2170,Collie Senior High School,WA,6225,Collie,school
2171,Collier Primary School,WA,6152,Como,school
2172,Collingwood College,VIC,3066,Collingwood,school
2173,Collingwood College-Collingwood Alternative School,VIC,3066,Collingwood,school
2174,Collingwood English Language School,VIC,3066,Collingwood,school
2175,Collingwood English Language School-Broadmeadows Campus,VIC,3047,Broadmeadows,school
2176,Collingwood English Language School-Craigieburn Campus,VIC,3064,Craigieburn,school
2177,Collingwood English Language School-South Morang Campus,VIC,3752,South Morang,school
2178,Collingwood Park State School,QLD,4301,Collingwood Park,school
2179,Collins Creek Public School,NSW,2474,Collins Creek,school
2180,Collinsvale Primary School,TAS,7012,Collinsvale,school
2181,Collinsville State High School,QLD,4804,Collinsville,school
2182,Collinsville State School,QLD,4804,Collinsville,school
2183,Colo Heights Public School,NSW,2756,Colo Heights,school
2184,Colo High School,NSW,2754,North Richmond,school
2185,Colo Vale Public School,NSW,2575,Colo Vale,school
2186,Colonel Light Gardens Primary School,SA,5041,Colonel Light Gardens,school
2187,Columba Catholic College,QLD,4820,Charters Towers,school
2188,Columba Catholic College - St Mary's Campus,QLD,4820,Charters Towers,school
2189,Columba Catholic School,VIC,3815,Bunyip,school
2190,Colyton High School,NSW,2760,St Marys,school
2191,Colyton Public School,NSW,2770,Mount Druitt,school
2192,Comboyne Public School,NSW,2429,Comboyne,school
2193,Comet Bay College,WA,6173,Secret Harbour,school
2194,Comet Bay Primary School,WA,6173,Secret Harbour,school
2195,Comet State School,QLD,4702,Comet,school
2196,Comleroy Road Public School,NSW,2758,Kurrajong,school
2197,Communicare Academy,WA,6107,Kenwick,school
2198,Communities@Work Galilee School,ACT,2902,Kambah,school
2199,Communities@Work Galilee School - Holder Campus,ACT,2611,Holder,school
2200,Como Primary School,WA,6152,Como,school
2201,Como Public School,NSW,2226,Como,school
2202,Como Secondary College,WA,6152,Como,school
2203,Como West Public School,NSW,2226,Como,school
2204,Compass Catholic Community,SA,5113,Davoren Park,school
2205,Compass Independent School - Kelvin Grove Campus,QLD,4059,Kelvin Grove,school
2206,Compton Primary School,SA,5291,Suttontown,school
2207,Conargo Public School,NSW,2710,Conargo,school
2208,Concongella Primary School,VIC,3384,Concongella,school
2209,Concord High School,NSW,2137,Concord,school
2210,Concord Public School,NSW,2137,Concord,school
2211,Concord School,VIC,3083,Bundoora,school
2212,Concord School-Concord Junior Campus,VIC,3087,Watsonia,school
2213,Concord West Public School,NSW,2138,Concord West,school
2214,Concordia College,SA,5063,Highgate,school
2215,"Concordia College (St Peters Campus, Blackwood)",SA,5051,Blackwood,school
2216,Concordia Lutheran College,QLD,4350,Toowoomba,school
2217,Concordia Lutheran College - Concordia Primary Campus,QLD,4350,Toowoomba,school
2218,Concordia Lutheran College - Martin Luther Primary Campus,QLD,4350,Toowoomba,school
2219,Condamine State School,QLD,4416,Condamine,school
2220,Condell Park Christian School,NSW,2200,Condell Park,school
2221,Condell Park High School,NSW,2200,Condell Park,school
2222,Condell Park Public School,NSW,2200,Condell Park,school
2223,Condingup Primary School,WA,6450,Condingup,school
2224,Condobolin High School,NSW,2877,Condobolin,school
2225,Condobolin Public School,NSW,2877,Condobolin,school
2226,Condong Public School,NSW,2484,Condong,school
2227,Congewai Public School,NSW,2325,Congewai,school
2228,Congupna Primary School,VIC,3633,Congupna,school
2229,Coningsby State School,QLD,4741,Farleigh,school
2230,Coniston Public School,NSW,2500,Coniston,school
2231,Connells Point Public School,NSW,2221,South Hurstville,school
2232,Connolly Primary School,WA,6027,Connolly,school
2233,Conondale State School,QLD,4552,Conondale,school
2234,Conservatorium High School,NSW,2000,Sydney,school
2235,Coober Pedy Area School,SA,5723,Coober Pedy,school
2236,Coodanup College,WA,6210,Mandurah,school
2237,Cooee Primary School,TAS,7320,Cooee,school
2238,Cooerwull Public School,NSW,2790,Lithgow,school
2239,Coogee Boys' Preparatory School,NSW,2031,Randwick,school
2240,Coogee Primary School,WA,6166,Coogee,school
2241,Coogee Public School,NSW,2034,Coogee,school
2242,Cooinda Primary School,WA,6230,East Bunbury,school
2243,Cook School,NSW,2232,Loftus,school
2244,Cooktown State School,QLD,4895,Cooktown,school
2245,Coolabunia State School,QLD,4610,Coolabunia,school
2246,Coolah Central School,NSW,2843,Coolah,school
2247,Coolamon Central School,NSW,2701,Coolamon,school
2248,Coolangatta State School,QLD,4225,Coolangatta,school
2249,Coolaroo South Primary School,VIC,3048,Coolaroo,school
2250,Coolbellup Community School,WA,6163,Coolbellup,school
2251,Coolbellup Learning Centre,WA,6163,Coolbellup,school
2252,Coolbinia Primary School,WA,6050,Coolbinia,school
2253,Coolgardie Primary School,WA,6429,Coolgardie,school
2254,Coolnwynpin State School,QLD,4157,Capalaba,school
2255,Coolongolook Public School,NSW,2423,Coolongolook,school
2256,Cooloola Christian College,QLD,4570,Gympie,school
2257,Cooloongup Primary School,WA,6168,Cooloongup,school
2258,Coolum Beach Christian College,QLD,4573,Coolum Beach,school
2259,Coolum State High School,QLD,4573,Coolum Beach,school
2260,Coolum State School,QLD,4573,Coolum Beach,school
2261,Cooma North Public School,NSW,2630,Cooma North,school
2262,Cooma Public School,NSW,2630,Cooma,school
2263,Coomandook Area School,SA,5261,Coomandook,school
2264,Coombabah State High School,QLD,4216,Coombabah,school
2265,Coombabah State School,QLD,4216,Coombabah,school
2266,Coomealla High School,NSW,2717,Dareton,school
2267,Coomera Anglican College,QLD,4209,Upper Coomera,school
2268,Coomera Rivers State School,QLD,4209,Coomera,school
2269,Coomera Springs State School,QLD,4209,Upper Coomera,school
2270,Coomera State School,QLD,4209,Coomera,school
2271,Coomera State Special School,QLD,4209,Coomera,school
2272,Coominya State School,QLD,4311,Coominya,school
2273,Coonabarabran High School,NSW,2357,Coonabarabran,school
2274,Coonabarabran Public School,NSW,2357,Coonabarabran,school
2275,Coonamble High School,NSW,2829,Coonamble,school
2276,Coonamble Public School,NSW,2829,Coonamble,school
2277,Coopernook Public School,NSW,2426,Coopernook,school
2278,Coopers Plains State School,QLD,4108,Coopers Plains,school
2279,Coorabell Public School,NSW,2479,Coorabell,school
2280,Cooran State School,QLD,4569,Cooran,school
2281,Cooranbong Public School,NSW,2265,Cooranbong,school
2282,Coorara Primary School,SA,5162,Morphett Vale,school
2283,Coorow Primary School,WA,6515,Coorow,school
2284,Cooroy State School,QLD,4563,Cooroy,school
2285,Coorparoo Secondary College,QLD,4151,Coorparoo,school
2286,Coorparoo Centre for Continuing Secondary Education,QLD,4151,Coorparoo,school
2287,Coorparoo State School,QLD,4151,Coorparoo,school
2288,Cootamundra High School,NSW,2590,Cootamundra,school
2289,Cootamundra Public School,NSW,2590,Cootamundra,school
2290,Coowonga State School,QLD,4702,Coowonga,school
2291,Cooyar State School,QLD,4402,Cooyar,school
2292,Copacabana Public School,NSW,2251,Copacabana,school
2293,Copmanhurst Public School,NSW,2460,Copmanhurst,school
2294,Coppabella State School,QLD,4741,Coppabella,school
2295,Copperfield College,VIC,3037,Delahey,school
2296,Copperfield College-Kings Park Junior Campus,VIC,3021,Kings Park,school
2297,Copperfield College-Sydenham Junior Campus,VIC,3037,Sydenham,school
2298,Coraki Public School,NSW,2471,Coraki,school
2299,Coral Park Primary School,VIC,3976,Hampton Park,school
2300,Coramba Public School,NSW,2450,Coramba,school
2301,Cordalba State School,QLD,4660,Cordalba,school
2302,Coreen School,NSW,2148,Blacktown,school
2303,Corinda State High School,QLD,4075,Corinda,school
2304,Corinda State School,QLD,4075,Corinda,school
2305,Corindi Public School,NSW,2456,Corindi Beach,school
2306,Corndale Public School,NSW,2480,Corndale,school
2307,Cornerstone Christian College,WA,6280,Busselton,school
2308,Cornerstone College,SA,5251,Mount Barker,school
2309,Cornish College,VIC,3175,Bangholme,school
2310,Coromandel Valley Primary School,SA,5051,Coromandel Valley,school
2311,Corowa High School,NSW,2646,Corowa,school
2312,Corowa Public School,NSW,2646,Corowa,school
2313,Corowa South Public School,NSW,2646,Corowa,school
2314,Corpus Christi Catholic High School,NSW,2529,Oak Flats,school
2315,Corpus Christi Catholic Primary School,NSW,2075,St Ives,school
2316,Corpus Christi Catholic School,TAS,7018,Bellerive,school
2317,Corpus Christi College,WA,6150,Bateman,school
2318,Corpus Christi College Maroubra,NSW,2035,Maroubra,school
2319,Corpus Christi Primary School,NSW,2298,Waratah,school
2320,Corpus Christi Primary School,NSW,2749,Cranebrook,school
2321,Corpus Christi School,VIC,3030,Werribee,school
2322,Corpus Christi School,VIC,3046,Glenroy,school
2323,Corpus Christi School,VIC,3012,Kingsville,school
2324,Corrigin District High School,WA,6375,Corrigin,school
2325,Corrimal East Public School,NSW,2518,Corrimal,school
2326,Corrimal High School,NSW,2518,Corrimal,school
2327,Corrimal Public School,NSW,2518,Corrimal,school
2328,Corryong College,VIC,3707,Corryong,school
2329,Cosgrove High School,TAS,7010,Glenorchy,school
2330,Cottesloe Primary School,WA,6011,Peppermint Grove,school
2331,Court Grammar School,WA,6123,Mundijong,school
2332,Courtenay Gardens Primary School,VIC,3977,Cranbourne North,school
2333,Coutts Crossing Public School,NSW,2460,Coutts Crossing,school
2334,Covenant Christian School,NSW,2085,Belrose,school
2335,Covenant Christian School,ACT,2906,Gordon,school
2336,Covenant College,VIC,3215,Bell Post Hill,school
2337,Cowan Public School,NSW,2081,Cowan,school
2338,Cowandilla Primary School,SA,5033,Cowandilla,school
2339,Cowaramup Primary School,WA,6284,Cowaramup,school
2340,Cowell Area School,SA,5602,Cowell,school
2341,Cowes Primary School,VIC,3922,Cowes,school
2342,Cowper Public School,NSW,2460,Cowper,school
2343,Cowra High School,NSW,2794,Cowra,school
2344,Cowra Public School,NSW,2794,Cowra,school
2345,Cowwarr Primary School,VIC,3857,Cowwarr,school
2346,Crabbes Creek Public School,NSW,2483,Crabbes Creek,school
2347,Crafers Primary School,SA,5152,Crafers,school
2348,Craig Davis College,NSW,2526,Cordeaux Heights,school
2349,Craigburn Primary School,SA,5159,Flagstaff Hill,school
2350,Craigie Heights Primary School,WA,6025,Craigie,school
2351,Craigieburn Primary School,VIC,3064,Craigieburn,school
2352,Craigieburn Secondary College,VIC,3064,Craigieburn,school
2353,Craigieburn South Primary School,VIC,3064,Craigieburn,school
2354,Craigmore High School,SA,5114,Blakeview,school
2355,Craigmore South Primary School,SA,5114,Craigmore,school
2356,Craigslea State High School,QLD,4032,Chermside West,school
2357,Craigslea State School,QLD,4032,Chermside West,school
2358,Cranbourne Carlisle Primary School,VIC,3977,Cranbourne,school
2359,Cranbourne East Primary School,VIC,3977,Cranbourne East,school
2360,Cranbourne East Secondary College,VIC,3977,Cranbourne East,school
2361,Cranbourne Park Primary School,VIC,3977,Cranbourne,school
2362,Cranbourne Primary School,VIC,3977,Cranbourne,school
2363,Cranbourne Secondary College,VIC,3977,Cranbourne,school
2364,Cranbourne South Primary School,VIC,3977,Cranbourne South,school
2365,Cranbourne West Primary School,VIC,3977,Cranbourne,school
2366,Cranbourne West Secondary College,VIC,3977,Cranbourne West,school
2367,Cranbrook Primary School,WA,6321,Cranbrook,school
2368,Cranbrook School,NSW,2023,Bellevue Hill,school
2369,Cranbrook Junior School,NSW,2029,Rose Bay,school
2370,Cranbrook State School,QLD,4814,Cranbrook,school
2371,Cranebrook High School,NSW,2749,Cranebrook,school
2372,Cranleigh School,ACT,2615,Holt,school
2373,Crawford Public School,NSW,2767,Doonside,school
2374,Crawford State School,QLD,4610,Crawford,school
2375,Creaney Education Support Centre,WA,6026,Kingsley,school
2376,Creaney Primary School,WA,6026,Kingsley,school
2377,Creek Street Christian College,VIC,3550,Bendigo,school
